time_from_launch[s],elapsed_time[s],launch_clear?,combusting?,para_opened?,air_density[kg/m3],gravity[m/s2],pressure[Pa],temperature[C],wind_x[m/s],wind_y[m/s],wind_z[m/s],mass[kg],Cg_from_nose[m],inertia moment pitch & yaw[kg*m2],inertia moment roll[kg*m2],attack angle[rad],altitude[m],velocity[m/s],airspeed[m/s],accel[m/s2],longitudinal accel[m/s2],normal_force[N],Cnp,Cny,Cmqp,Cmqy,Cp_from_nose[m],Cd,Cna,latitude,longitude,downrange[m],Fst[%],dynamic_pressure[Pa],
190.75100000,190.75100000,1,0,"1",1.22149450,9.80655237,100944.08710595,14.79362856,-6.40788819,-4.66586356,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34959867,31.74549923,8.99004146,4.11124385,0.16401781,0.07861698,1.06046968,-12.58794626,-10.59044742,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24058195,139.98749722,1966.71352853,16.36815920,10.32304909,
190.76100000,190.76100000,1,0,"1",1.22149932,9.80655249,100944.57952824,14.79389575,-6.40650472,-4.66485619,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34961218,31.70439259,8.98857806,4.11123638,0.16418627,0.07869785,1.06155833,-12.58818276,-10.59031992,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24058153,139.98749646,1966.78367865,16.36815920,10.32305237,
190.77100000,190.77100000,1,0,"1",1.22150415,9.80655262,100945.07195144,14.79416294,-6.40511975,-4.66384773,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34962573,31.66328603,8.98711322,4.11122892,0.16435511,0.07877891,1.06264947,-12.58841980,-10.59019213,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24058111,139.98749570,1966.85381511,16.36815920,10.32305566,
190.78100000,190.78100000,1,0,"1",1.22150897,9.80655275,100945.56437554,14.79443013,-6.40373328,-4.66283819,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34963931,31.62217956,8.98564693,4.11122145,0.16452433,0.07886015,1.06374308,-12.58865737,-10.59006404,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24058068,139.98749494,1966.92393789,16.36815920,10.32305897,
190.79100000,190.79100000,1,0,"1",1.22151380,9.80655287,100946.05680056,14.79469732,-6.40234532,-4.66182755,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34965292,31.58107318,8.98417920,4.11121399,0.16469394,0.07894158,1.06483918,-12.58889549,-10.58993566,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24058026,139.98749418,1966.99404699,16.36815920,10.32306228,
190.80100000,190.80100000,1,0,"1",1.22151862,9.80655300,100946.54922648,14.79496451,-6.40095585,-4.66081582,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34966656,31.53996688,8.98271002,4.11120654,0.16486394,0.07902319,1.06593777,-12.58913414,-10.58980698,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057983,139.98749342,1967.06414238,16.36815920,10.32306560,
190.81100000,190.81100000,1,0,"1",1.22152345,9.80655313,100947.04165332,14.79523170,-6.39956488,-4.65980299,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34968023,31.49886067,8.98123939,4.11119908,0.16503432,0.07910499,1.06703888,-12.58937334,-10.58967801,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057941,139.98749266,1967.13422404,16.36815920,10.32306894,
190.82100000,190.82100000,1,0,"1",1.22152827,9.80655325,100947.53408106,14.79549889,-6.39817239,-4.65878906,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34969393,31.45775455,8.97976731,4.11119163,0.16520509,0.07918697,1.06814249,-12.58961308,-10.58954874,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057899,139.98749190,1967.20429197,16.36815920,10.32307229,
190.83100000,190.83100000,1,0,"1",1.22153310,9.80655338,100948.02650971,14.79576607,-6.39677839,-4.65777403,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34970766,31.41664851,8.97829376,4.11118418,0.16537625,0.07926914,1.06924864,-12.58985337,-10.58941916,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057856,139.98749114,1967.27434615,16.36815920,10.32307564,
190.84100000,190.84100000,1,0,"1",1.22153792,9.80655351,100948.51893926,14.79603326,-6.39538287,-4.65675789,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34972142,31.37554256,8.97681875,4.11117673,0.16554781,0.07935150,1.07035731,-12.59009421,-10.58928929,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057814,139.98749038,1967.34438656,16.36815920,10.32307901,
190.85100000,190.85100000,1,0,"1",1.22154275,9.80655363,100949.01136973,14.79630044,-6.39398584,-4.65574065,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34973522,31.33443669,8.97534228,4.11116928,0.16571976,0.07943405,1.07146853,-12.59033560,-10.58915912,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057772,139.98748963,1967.41441319,16.36815920,10.32308239,
190.86100000,190.86100000,1,0,"1",1.22154757,9.80655376,100949.50380110,14.79656763,-6.39258727,-4.65472229,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34974904,31.29333092,8.97386434,4.11116183,0.16589210,0.07951679,1.07258230,-12.59057754,-10.58902864,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057729,139.98748887,1967.48442602,16.36815920,10.32308578,
190.87100000,190.87100000,1,0,"1",1.22155240,9.80655388,100949.99623338,14.79683481,-6.39118718,-4.65370282,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34976290,31.25222523,8.97238493,4.11115439,0.16606484,0.07959972,1.07369863,-12.59082003,-10.58889786,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057687,139.98748811,1967.55442503,16.36815920,10.32308918,
190.88100000,190.88100000,1,0,"1",1.22155723,9.80655401,100950.48866657,14.79710200,-6.38978556,-4.65268224,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34977679,31.21111962,8.97090404,4.11114695,0.16623798,0.07968284,1.07481753,-12.59106309,-10.58876677,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057645,139.98748735,1967.62441022,16.36815920,10.32309259,
190.89100000,190.89100000,1,0,"1",1.22156205,9.80655414,100950.98110066,14.79736918,-6.38838240,-4.65166054,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34979071,31.17001410,8.96942168,4.11113951,0.16641151,0.07976615,1.07593900,-12.59130670,-10.58863538,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057602,139.98748659,1967.69438155,16.36815920,10.32309602,
190.90100000,190.90100000,1,0,"1",1.22156688,9.80655426,100951.47353566,14.79763636,-6.38697770,-4.65063772,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34980466,31.12890867,8.96793783,4.11113208,0.16658545,0.07984965,1.07706307,-12.59155087,-10.58850368,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057560,139.98748583,1967.76433903,16.36815920,10.32309945,
190.91100000,190.91100000,1,0,"1",1.22157170,9.80655439,100951.96597156,14.79790355,-6.38557146,-4.64961377,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34981864,31.08780333,8.96645250,4.11112465,0.16675978,0.07993335,1.07818973,-12.59179561,-10.58837167,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057518,139.98748507,1967.83428263,16.36815920,10.32310290,
190.92100000,190.92100000,1,0,"1",1.22157653,9.80655452,100952.45840837,14.79817073,-6.38416367,-4.64858870,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34983266,31.04669807,8.96496568,4.11111721,0.16693452,0.08001724,1.07931899,-12.59204091,-10.58823935,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057475,139.98748432,1967.90421233,16.36815920,10.32310636,
190.93100000,190.93100000,1,0,"1",1.22158135,9.80655464,100952.95084609,14.79843791,-6.38275433,-4.64756249,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34984670,31.00559290,8.96347737,4.11110979,0.16710967,0.08010132,1.08045088,-12.59228677,-10.58810673,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057433,139.98748356,1967.97412812,16.36815920,10.32310983,
190.94100000,190.94100000,1,0,"1",1.22158618,9.80655477,100953.44328471,14.79870509,-6.38134343,-4.64653516,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34986079,30.96448782,8.96198756,4.11110236,0.16728522,0.08018560,1.08158539,-12.59253321,-10.58797379,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057391,139.98748280,1968.04402999,16.36815920,10.32311331,
190.95100000,190.95100000,1,0,"1",1.22159100,9.80655490,100953.93572424,14.79897227,-6.37993098,-4.64550669,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34987490,30.92338282,8.96049625,4.11109494,0.16746118,0.08027007,1.08272253,-12.59278022,-10.58784053,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057349,139.98748204,1968.11391792,16.36815920,10.32311680,
190.96100000,190.96100000,1,0,"1",1.22159583,9.80655502,100954.42816467,14.79923945,-6.37851696,-4.64447708,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34988904,30.88227791,8.95900345,4.11108751,0.16763755,0.08035474,1.08386231,-12.59302780,-10.58770697,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057306,139.98748129,1968.18379189,16.36815920,10.32312030,
190.97100000,190.97100000,1,0,"1",1.22160065,9.80655515,100954.92060601,14.79950663,-6.37710138,-4.64344633,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34990322,30.84117309,8.95750913,4.11108009,0.16781433,0.08043961,1.08500475,-12.59327595,-10.58757309,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057264,139.98748053,1968.25365188,16.36815920,10.32312382,
190.98100000,190.98100000,1,0,"1",1.22160548,9.80655528,100955.41304825,14.79977380,-6.37568422,-4.64241444,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34991743,30.80006835,8.95601331,4.11107268,0.16799152,0.08052467,1.08614986,-12.59352468,-10.58743889,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057222,139.98747977,1968.32349789,16.36815920,10.32312735,
190.99100000,190.99100000,1,0,"1",1.22161030,9.80655540,100955.90549140,14.80004098,-6.37426550,-4.64138141,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34993167,30.75896370,8.95451598,4.11106526,0.16816912,0.08060994,1.08729763,-12.59377399,-10.58730437,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057180,139.98747901,1968.39332989,16.36815920,10.32313089,
191.00100000,191.00100000,1,0,"1",1.22161513,9.80655553,100956.39793545,14.80030816,-6.37284519,-4.64034722,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34994595,30.71785914,8.95301713,4.11105785,0.16834714,0.08069540,1.08844809,-12.59402388,-10.58716954,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057138,139.98747826,1968.46314787,16.36815920,10.32313444,
191.01100000,191.01100000,1,0,"1",1.22161995,9.80655565,100956.89038040,14.80057534,-6.37142331,-4.63931188,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34996026,30.67675466,8.95151676,4.11105044,0.16852558,0.08078106,1.08960124,-12.59427436,-10.58703439,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057095,139.98747750,1968.53295181,16.36815920,10.32313800,
191.02100000,191.02100000,1,0,"1",1.22162478,9.80655578,100957.38282626,14.80084251,-6.36999984,-4.63827539,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34997460,30.63565028,8.95001487,4.11104303,0.16870443,0.08086692,1.09075709,-12.59452542,-10.58689891,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057053,139.98747674,1968.60274170,16.36815920,10.32314157,
191.03100000,191.03100000,1,0,"1",1.22162960,9.80655591,100957.87527302,14.80110969,-6.36857478,-4.63723775,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.34998898,30.59454597,8.94851145,4.11103563,0.16888371,0.08095299,1.09191565,-12.59477707,-10.58676311,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24057011,139.98747599,1968.67251752,16.36815920,10.32314516,
191.04100000,191.04100000,1,0,"1",1.22163443,9.80655603,100958.36772069,14.80137686,-6.36714813,-4.63619894,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35000338,30.55344176,8.94700651,4.11102823,0.16906340,0.08103925,1.09307694,-12.59502930,-10.58662699,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056969,139.98747523,1968.74227925,16.36815920,10.32314876,
191.05100000,191.05100000,1,0,"1",1.22163926,9.80655616,100958.86016925,14.80164404,-6.36571988,-4.63515897,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35001783,30.51233763,8.94550003,4.11102083,0.16924352,0.08112572,1.09424095,-12.59528213,-10.58649055,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056927,139.98747448,1968.81202688,16.36815920,10.32315237,
191.06100000,191.06100000,1,0,"1",1.22164408,9.80655629,100959.35261872,14.80191121,-6.36429003,-4.63411783,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35003230,30.47123359,8.94399201,4.11101343,0.16942406,0.08121239,1.09540771,-12.59553555,-10.58635378,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056885,139.98747372,1968.88176038,16.36815920,10.32315599,
191.07100000,191.07100000,1,0,"1",1.22164891,9.80655641,100959.84506910,14.80217838,-6.36285857,-4.63307552,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35004681,30.43012964,8.94248246,4.11100603,0.16960502,0.08129927,1.09657722,-12.59578957,-10.58621668,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056842,139.98747296,1968.95147976,16.36815920,10.32315963,
191.08100000,191.08100000,1,0,"1",1.22165373,9.80655654,100960.33752037,14.80244556,-6.36142550,-4.63203205,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35006136,30.38902577,8.94097136,4.11099864,0.16978642,0.08138635,1.09774949,-12.59604419,-10.58607926,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056800,139.98747221,1969.02118498,16.36815920,10.32316327,
191.09100000,191.09100000,1,0,"1",1.22165856,9.80655667,100960.82997255,14.80271273,-6.35999083,-4.63098739,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35007593,30.34792199,8.93945871,4.11099125,0.16996824,0.08147364,1.09892453,-12.59629941,-10.58594151,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056758,139.98747145,1969.09087603,16.36815920,10.32316693,
191.10100000,191.10100000,1,0,"1",1.22166338,9.80655679,100961.32242563,14.80297990,-6.35855453,-4.62994157,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35009055,30.30681830,8.93794451,4.11098386,0.17015049,0.08156113,1.10010235,-12.59655523,-10.58580342,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056716,139.98747070,1969.16055290,16.36815920,10.32317061,
191.11100000,191.11100000,1,0,"1",1.22166821,9.80655692,100961.81487961,14.80324707,-6.35711662,-4.62889456,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35010519,30.26571469,8.93642876,4.11097648,0.17033318,0.08164883,1.10128297,-12.59681165,-10.58566500,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056674,139.98746994,1969.23021556,16.36815920,10.32317429,
191.12100000,191.12100000,1,0,"1",1.22167303,9.80655704,100962.30733449,14.80351424,-6.35567708,-4.62784636,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35011987,30.22461117,8.93491145,4.11096909,0.17051630,0.08173674,1.10246638,-12.59706868,-10.58552625,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056632,139.98746919,1969.29986401,16.36815920,10.32317799,
191.13100000,191.13100000,1,0,"1",1.22167786,9.80655717,100962.79979027,14.80378141,-6.35423591,-4.62679698,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35013459,30.18350774,8.93339258,4.11096171,0.17069985,0.08182486,1.10365261,-12.59732633,-10.58538717,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056590,139.98746843,1969.36949822,16.36815920,10.32318170,
191.14100000,191.14100000,1,0,"1",1.22168268,9.80655730,100963.29224695,14.80404858,-6.35279310,-4.62574642,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35014934,30.14240440,8.93187215,4.11095434,0.17088384,0.08191319,1.10484166,-12.59758458,-10.58524775,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056548,139.98746768,1969.43911818,16.36815920,10.32318542,
191.15100000,191.15100000,1,0,"1",1.22168751,9.80655742,100963.78470453,14.80431575,-6.35134866,-4.62469466,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35016412,30.10130114,8.93035014,4.11094696,0.17106827,0.08200173,1.10603355,-12.59784345,-10.58510800,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056506,139.98746692,1969.50872387,16.36815920,10.32318916,
191.16100000,191.16100000,1,0,"1",1.22169233,9.80655755,100964.27716302,14.80458292,-6.34990258,-4.62364170,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35017894,30.06019797,8.92882657,4.11093959,0.17125314,0.08209048,1.10722828,-12.59810293,-10.58496790,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056464,139.98746617,1969.57831528,16.36815920,10.32319290,
191.17100000,191.17100000,1,0,"1",1.22169716,9.80655768,100964.76962240,14.80485008,-6.34845485,-4.62258755,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35019380,30.01909489,8.92730141,4.11093222,0.17143845,0.08217944,1.10842586,-12.59836303,-10.58482747,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056422,139.98746542,1969.64789239,16.36815920,10.32319666,
191.18100000,191.18100000,1,0,"1",1.22170198,9.80655780,100965.26208268,14.80511725,-6.34700548,-4.62153219,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35020868,29.97799190,8.92577468,4.11092485,0.17162420,0.08226861,1.10962631,-12.59862375,-10.58468670,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056379,139.98746466,1969.71745517,16.36815920,10.32320044,
191.19100000,191.19100000,1,0,"1",1.22170681,9.80655793,100965.75454386,14.80538442,-6.34555445,-4.62047564,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35022361,29.93688899,8.92424637,4.11091749,0.17181040,0.08235800,1.11082963,-12.59888509,-10.58454558,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056337,139.98746391,1969.78700362,16.36815920,10.32320423,
191.20100000,191.20100000,1,0,"1",1.22171164,9.80655806,100966.24700594,14.80565158,-6.34410176,-4.61941787,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35023857,29.89578617,8.92271646,4.11091013,0.17199705,0.08244760,1.11203584,-12.59914706,-10.58440412,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056295,139.98746316,1969.85653772,16.36815920,10.32320802,
191.21100000,191.21100000,1,0,"1",1.22171646,9.80655818,100966.73946892,14.80591875,-6.34264741,-4.61835889,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35025357,29.85468343,8.92118497,4.11090277,0.17218414,0.08253742,1.11324495,-12.59940966,-10.58426232,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056253,139.98746240,1969.92605745,16.36815920,10.32321184,
191.22100000,191.22100000,1,0,"1",1.22172129,9.80655831,100967.23193280,14.80618591,-6.34119139,-4.61729871,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35026860,29.81358079,8.91965188,4.11089541,0.17237168,0.08262745,1.11445696,-12.59967289,-10.58412017,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056211,139.98746165,1969.99556280,16.36815920,10.32321566,
191.23100000,191.23100000,1,0,"1",1.22172611,9.80655844,100967.72439758,14.80645308,-6.33973371,-4.61623730,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35028366,29.77247823,8.91811719,4.11088806,0.17255968,0.08271770,1.11567189,-12.59993675,-10.58397768,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056169,139.98746090,1970.06505374,16.36815920,10.32321950,
191.24100000,191.24100000,1,0,"1",1.22173094,9.80655856,100968.21686325,14.80672024,-6.33827435,-4.61517468,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35029877,29.73137576,8.91658091,4.11088071,0.17274813,0.08280816,1.11688975,-12.60020124,-10.58383483,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056127,139.98746014,1970.13453026,16.36815920,10.32322335,
191.25100000,191.25100000,1,0,"1",1.22173576,9.80655869,100968.70932982,14.80698741,-6.33681331,-4.61411083,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35031391,29.69027338,8.91504301,4.11087336,0.17293703,0.08289885,1.11811056,-12.60046637,-10.58369164,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056085,139.98745939,1970.20399234,16.36815920,10.32322722,
191.26100000,191.26100000,1,0,"1",1.22174059,9.80655881,100969.20179729,14.80725457,-6.33535058,-4.61304576,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35032908,29.64917108,8.91350351,4.11086601,0.17312639,0.08298975,1.11933431,-12.60073214,-10.58354810,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056043,139.98745864,1970.27343997,16.36815920,10.32323110,
191.27100000,191.27100000,1,0,"1",1.22174541,9.80655894,100969.69426566,14.80752173,-6.33388617,-4.61197945,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35034429,29.60806887,8.91196239,4.11085867,0.17331621,0.08308088,1.12056102,-12.60099855,-10.58340420,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24056001,139.98745789,1970.34287312,16.36815920,10.32323499,
191.28100000,191.28100000,1,0,"1",1.22175024,9.80655907,100970.18673492,14.80778889,-6.33242007,-4.61091192,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35035954,29.56696675,8.91041965,4.11085133,0.17350648,0.08317222,1.12179071,-12.60126561,-10.58325995,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24055960,139.98745713,1970.41229179,16.36815920,10.32323890,
191.29100000,191.29100000,1,0,"1",1.22175506,9.80655919,100970.67920509,14.80805605,-6.33095227,-4.60984315,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35037483,29.52586472,8.90887530,4.11084399,0.17369722,0.08326379,1.12302339,-12.60153331,-10.58311534,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24055918,139.98745638,1970.48169595,16.36815920,10.32324282,
191.30100000,191.30100000,1,0,"1",1.22175989,9.80655932,100971.17167614,14.80832321,-6.32948277,-4.60877315,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35039015,29.48476277,8.90732932,4.11083666,0.17388843,0.08335558,1.12425906,-12.60180166,-10.58297038,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24055876,139.98745563,1970.55108559,16.36815920,10.32324675,
191.31100000,191.31100000,1,0,"1",1.22176472,9.80655945,100971.66414810,14.80859037,-6.32801157,-4.60770190,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35040551,29.44366091,8.90578171,4.11082932,0.17408009,0.08344759,1.12549773,-12.60207066,-10.58282506,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24055834,139.98745488,1970.62046069,16.36815920,10.32325070,
191.32100000,191.32100000,1,0,"1",1.22176954,9.80655957,100972.15662095,14.80885753,-6.32653866,-4.60662941,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35042090,29.40255914,8.90423247,4.11082199,0.17427223,0.08353982,1.12673943,-12.60234032,-10.58267939,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24055792,139.98745413,1970.68982122,16.36815920,10.32325466,
191.33100000,191.33100000,1,0,"1",1.22177437,9.80655970,100972.64909469,14.80912469,-6.32506403,-4.60555567,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35043633,29.36145746,8.90268159,4.11081467,0.17446483,0.08363229,1.12798415,-12.60261063,-10.58253335,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24055750,139.98745337,1970.75916719,16.36815920,10.32325864,
191.34100000,191.34100000,1,0,"1",1.22177919,9.80655983,100973.14156933,14.80939185,-6.32358769,-4.60448068,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35045180,29.32035586,8.90112907,4.11080734,0.17465791,0.08372497,1.12923192,-12.60288160,-10.58238695,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24055708,139.98745262,1970.82849856,16.36815920,10.32326262,
191.35100000,191.35100000,1,0,"1",1.22178402,9.80655995,100973.63404487,14.80965900,-6.32210962,-4.60340443,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35046731,29.27925435,8.89957491,4.11080002,0.17485146,0.08381789,1.13048274,-12.60315324,-10.58224019,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24055666,139.98745187,1970.89781532,16.36815920,10.32326663,
191.36100000,191.36100000,1,0,"1",1.22178884,9.80656008,100974.12652130,14.80992616,-6.32062983,-4.60232693,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35048286,29.23815293,8.89801910,4.11079270,0.17504548,0.08391103,1.13173662,-12.60342553,-10.58209306,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24055624,139.98745112,1970.96711745,16.36815920,10.32327064,
191.37100000,191.37100000,1,0,"1",1.22179367,9.80656020,100974.61899862,14.81019332,-6.31914831,-4.60124817,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35049844,29.19705160,8.89646163,4.11078539,0.17523997,0.08400440,1.13299358,-12.60369849,-10.58194556,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24055582,139.98745037,1971.03640493,16.36815920,10.32327467,
191.38100000,191.38100000,1,0,"1",1.22179849,9.80656033,100975.11147684,14.81046047,-6.31766505,-4.60016814,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35051406,29.15595035,8.89490251,4.11077808,0.17543495,0.08409799,1.13425363,-12.60397213,-10.58179770,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24055541,139.98744962,1971.10567775,16.36815920,10.32327872,
191.39100000,191.39100000,1,0,"1",1.22180332,9.80656046,100975.60395595,14.81072763,-6.31618005,-4.59908685,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.35052972,29.11484920,8.89334173,4.11077077,0.17563040,0.08419182,1.13551678,-12.60424643,-10.58164947,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24055499,139.98744887,1971.17493589,16.36815920,10.32328278,
